No,Nama Produk,Harga,Rating,Terjual,Toko,Lokasi
4448,LENOVO YOGA L380 Core i5 Gen 8 Ram 8gb up to 1.8ghz (8cpus) Ssd 256 g,3149000,5.0,15 terjual,Computer Center 1,Jakarta Pusat
4449,AXIOO MYBOOK 14F N4020 4GB 8GB 256GB SSD WQXGA WIN10PRO BLUE,3149000,5.0,14 terjual,QUEEN LAPTOP ID,Jakarta Selatan
4450,HP ELITBOOK 840 G6 i5-8350 GEN 8/ 16GB RAM/ SSD 256GB/ FDH IPS,3135000,Tidak Ada Rating,Tidak Ada Data,TNS Speed Comp,Bogor
4451,"ASUS VIVOBOOK 14 X441UA Intel Core i3 8gb/512gb SSD 14"" W11 OHS",3119200,5.0,30+ terjual,Juragan Digital Internasional,Jakarta Utara
4452,ULTRABOOK DELL 5300 i5-8350 8TH GEN / 32GB RAM / SSD 512GB /FULLHD,3100000,Tidak Ada Rating,40+ terjual,Ari speed comp,Bogor
4453,ULTRABOOK DELL 7290 i7-8650u 8TH GEN /16GB RAM /SSD 256GB /THUNDERBOLT,3100000,Tidak Ada Rating,8 terjual,Ari speed comp,Bogor
4454,ULTRABOOK DELL 7290 i7-8650U 8TH GEN / 16GB RAM / 512GB SSD / MULUS,3100000,Tidak Ada Rating,1 terjual,TNS Speed Comp,Bogor
4455,DELL LATITUDE 7280 I7 - 6600U 6TH GEN / 16GB RAM DDR4 / 1TB SSD NVME / FULL HD IPS / BACKLIGHT KEYBOARD,3100000,Tidak Ada Rating,1 terjual,Nengdaraspeed,Bogor
4456,DELL LATITUDE 7280 I7  GEN 7TH 8GB RAM DDR4 / 256GB SSD NVME / FULL HD IPS / JUAL HARGA MINUS,3100000,Tidak Ada Rating,Tidak Ada Data,Nengdaraspeed,Bogor
4457,ULTRABOOK DELL 7480 NON TOUCREEN/i5-7300 7Th GEN/RAM 16GB/SSD 256GB/FHD,3100000,Tidak Ada Rating,Tidak Ada Data,Nengdaraspeed,Bogor
4458,THINKPAD YOGA L13 i5-10310U / 16GB RAM/ 1TB NVME / TOUCHS/2IN1/ FULLHD,3100000,Tidak Ada Rating,50+ terjual,Ari speed comp,Bogor
4459,THINKPAD YOGA L13 i5-10310U / 8GB RAM/ 1TB NVME / TOUCHSCREEN / 2IN1,3100000,Tidak Ada Rating,20 terjual,Ari speed comp,Bogor
4460,THINKPAD YOGA L13 i5-10310U / 8GB RAM/ 512GB SSD / TOUCHSCREEN / 2IN1/ STYLUS PEN,3100000,Tidak Ada Rating,Tidak Ada Data,Ari speed comp,Bogor
4461,THINKPAD L13 YOGA i5-10210u / RAM 8GB / SSD 256GB / FHD IPS / MINUS,3100000,Tidak Ada Rating,Tidak Ada Data,Dara speed comp,Bogor
4462,LENOVO THINKPAD L13 INTEL CORE I3 GEN 11 RAM 8 SSD 128GB LAPTOP TERMURAH,3100000,5.0,26 terjual,INS BANDUNG,Bandung
4463,Laptop 14-bs705TU / Core i3-6006U / Ram 4/500Gb / Lengkap / Like New,3100000,Tidak Ada Rating,Tidak Ada Data,dr.com komputer,Jakarta Barat
4464,HP ENVY X360 RYZEN 5 5500U 8GB RAM 256GB SSD 2IN1 FHD TOUCH BACKLIT MU,3100000,5.0,8 terjual,Shoozay,Jakarta Selatan
4465,Laptop Gaming Lenovo Thinkpad T495 Ryzen7 PRO 32GB SSD 1TB Touchscreen,3100000,5.0,25 terjual,octalcomputer,Jakarta Pusat
4466,Laptop Lenovo Thinkpad Yoga X390 Core i5 16GB/512GB Free Tas/Mouse,3100000,5.0,40+ terjual,STAR JAYA_ELECTRONIC,Jakarta Barat
4467,ULTRABOOK DELL 7290 i7-8650u 8TH GEN / 16GB RAM / 256GB SSD / MULUS,3100000,Tidak Ada Rating,2 terjual,TNS Speed Comp,Bogor
4468,Laptop Sony Vaio SVP132A1CW Touchscreen Core i7-4500U Ram 4Gb / SSD 256Gb Keyboard Backlight FHD,3100000,Tidak Ada Rating,Tidak Ada Data,kajoedstore17,Jakarta Barat
4469,LAPTOP AXIOO HYPE 1  | N4020 8GB 384GB Windows 11 14 HD,3099000,4.9,60+ terjual,Axioo Official Store ID,Jakarta Utara
4470,LAPTOP AXIOO HYPE 10 N4020 RAM 8GB 256GB DOS 14.0,3099000,5.0,100+ terjual,herlinacom,Depok
4471,Laptop DELL Latitude 7400 TOUCHSCREEN/ Core i7 GEN 8TH/16GB/512GB SSD,3099000,5.0,40+ terjual,Computer Murah 2021,Jakarta Pusat
4472,"LAPTOP LENOVO THINKPAD L13 G1 Intel Core i3 Gen 10th 8GB 256GB 13""",3099000,5.0,1 terjual,YOUNGS COMPUTER,Kab. Sleman
4473,"LENOVO THINKPAD T480 INTEL I5 8th 16GB 512GB MX150-2GB 14""FHD W10PRO",3099000,5.0,1 terjual,UPCOM.ID,Jakarta Pusat
4474,"LENOVO IDEAPAD SLIM 3-  INTEL N4020 (4GB-512GB SSD) 14""",3099000,4.8,30+ terjual,Juragan Digital Internasional,Jakarta Utara
4475,Laptop Lenovo Thinkpad X1 Carbon Core i7/i5 SSD-Second Slim Bergaransi,3095000,5.0,23 terjual,Apollo Notbook,Jakarta Pusat
4476,LAPTOP LENOVO THINKPAD T590 i7 RAM 24 GB SSD 1 TB LAYAR TOUCHSCREEN,3090000,4.9,100+ terjual,Raja Murah Pedia,Jakarta Utara
4477,LAPTOP LENOVO THINKPAD T590 i7 RAM 32 GB SSD 512 GB LAYAR TOUCHSCREEN,3090000,4.8,7 terjual,Raja Murah Pedia,Jakarta Utara
4478,SPESIAL !! Laptop Hp Elitebook 840 -CORE i5 6th RAM 8GB-SSD 512 SSD,3087500,4.8,60+ terjual,US_ELECTRONIC,Jakarta Barat
4479,Dell Latitude 7390 Core i7 8650u 8th Gen | Mantaap,3050000,Tidak Ada Rating,500+ terjual,Brankas Laptop,Jakarta Pusat
4480,Lenovo Thinkpad T490 Intel Core i7 Gen 8th Second Bergaransi Mulus,3050000,Tidak Ada Rating,30+ terjual,Quality Computerr,Jakarta Pusat
4481,ASUS A407UA INTEL CORE i3-7020U / RAM 12GB SSD 512GB / WIN 10 + OFFICE,3050000,5.0,15 terjual,Cosmo Electro,Jakarta Barat
4482,Lenovo Thinkpad T480 Core i5 Gen8 RAM 16Gb SSD 512Gb MURAH BERGARANSI,3050000,5.0,17 terjual,Dacia Jaya Computer,Bandung
4483,Laptop HP EliteBook 830 G6 Core i7 Gen8 RAM 16GB SSD 512,3050000,4.6,70+ terjual,MR_elektronik,Jakarta Barat
4484,Lenovo ThinkPad T495 Ryzen 5/3 PRO RAM 8GB/16GB SSD 256GB/512GB Layar 14Inch FHD,3050000,5.0,1 terjual,Master Computers,Surabaya
4485,LAPTOP SPEK TINGGI !! LENOVO T470s I7 6TH TOUCH RAM 8GB/512 SSD /WIN10,3050000,5.0,40+ terjual,US_ELECTRONIC,Jakarta Barat
4486,Laptop Lenovo ThinkPad L13 CORE I3 GEN 11 RAM 32GB SSD 512GB,3050000,5.0,9 terjual,ASIATech.,Bandung
4487,Laptop Dell Latitude 7300 IPS FHD/Core i7 GEN 8TH/16GB/512GB SSD/Mulus,3050000,4.8,7 terjual,Computer Murah 2021,Jakarta Pusat
4488,"Laptop Del Latitude 7300 Core i5 Gen 8 Ram 8GB-16GB SSD 128GB-512GB Layar 13,3'' FHD",3050000,4.8,19 terjual,mytc comp,Jakarta Pusat
4489,"LAPTOP AXIOO HYPE 10|intel N4020|8GB|256GB|14"" HD|WINDOWS 10",3049000,5.0,15 terjual,Smart Media Computer,Makassar
4490,"Lenovo Thinkpad Yoga 370 Intel Core i7-7600U RAM 8GB SSD 512GB 13.3"" FHD Touchscreen Win 11 Bergaransi 6 Bulan",3043000,5.0,1 terjual,Laptop Milenial Bandung,Bandung
4491,"Axioo Slimbook Hype 10 N4020 8GB 256 14"" INC WIN 11/DOS",3009000,5.0,2 terjual,Agres ID Semarang.,Semarang
4492,ULTRABOOK DELL 5300 i5-8350 8TH GEN / 32GB RAM / SSD 512GB /BAZZELES,3000000,Tidak Ada Rating,26 terjual,Ari speed comp,Bogor
4493,PREMIUM HP PROBOOK 450 G5 i5-8250U / 32GB RAM / 512GB SSD/ FHD IPS,3000000,Tidak Ada Rating,Tidak Ada Data,Ari speed comp,Bogor
4494,Laptop HP 14S Intel core i3 gen 10,3000000,Tidak Ada Rating,Tidak Ada Data,Mulia Komputer,Jakarta Barat
4495,Dell Latitude 7400 i5 8th 16GB 512GB / Dell latitude 7390 7490 7300,3000000,5.0,250+ terjual,Gugel Laptop,Jakarta Pusat
4496,Laptop Lenovo Thinkpad T490 Core i7 8565U RAM 32GB FULL HD 14 Inch,3000000,4.9,500+ terjual,FoxComp,Jakarta Pusat
4497,Lenovo ThinkPad YOGA 380 370 390 260 2IN1 CORE i7 GEN7 Ram 16 SSD 512,3000000,4.7,100+ terjual,MR_elektronik,Jakarta Barat
4498,Laptop Lenovo Thinkpad X13 Ryzen 5 4650 Ram 16GB SSD 256GB 13 Inch,3000000,4.9,40+ terjual,start comp,Jakarta Pusat
4499,Lenovo Thinkpad X1 Carbon Series G10 G9 G8 Core I7 | I5 RAM 16GB Slim,3000000,5.0,5 terjual,Bazzar Laptop,Jakarta Barat
4500,Sale Lenovo Thinkpad X260 i5-8GB-SSD 128GB - Murah Aja,3000000,5.0,2rb+ terjual,DNA COM 17,Jakarta Pusat
4501,HP ELITEBOOK 840 G4 I7 7600U 16GB RAM 512GB SSD 1920X1080 BACKLIT,3000000,4.6,24 terjual,MR_elektronik,Jakarta Barat
4502,"Laptop Acer Aspire E5-475G, Core i5-7200U, Ram 4/1TB, Silver",3000000,4.8,8 terjual,dr.com komputer,Jakarta Barat
4503,Dell Latitude 5310 i5 gen 10,3000000,Tidak Ada Rating,Tidak Ada Data,startlight. com,Jakarta Pusat
4504,Laptop Murah Lenovo Mix 720 2in1 Core i5 Gen8 Ram 8GB SSD 256Gb Touch Win 11 Pro,3000000,4.8,6 terjual,TrendyZone,Tanjung Pinang
4505,Layar Sentuh - Asus ZenBook UX462DA - Ryzen 5 - Ram 8 GB - SSD 512 GB,3000000,Tidak Ada Rating,Tidak Ada Data,artaking,Malang
4506,LENOVO IDEAPAD MIIX 520 I7 6500U 256GB SSD 8GB RAM FHD IPS BACKLIT MUL,3000000,5.0,2 terjual,Shoozay,Jakarta Selatan
4507,Laptop Acer Aspire V3-772G 17inc Cor i7 Ram 8Gb/SSD 128Gb+HDD1TB GTX,3000000,Tidak Ada Rating,Tidak Ada Data,kajoedstore17,Jakarta Barat
4508,Laptop Lenovo Thinkpad Yoga L380 L390 Core i5 8TH 8GB/1TB  Tas/Mouse,3000000,4.7,9 terjual,STAR JAYA_ELECTRONIC,Jakarta Barat
4509,Laptop Lenovo Thinkpad X280 Core i7 Gen8 - RAM 8GB - SSD 256GB - 12inc,2999999,5.0,90+ terjual,JUALANDOK Computer,Jakarta Pusat
4510,LAPTOP SECOND HP ELITEBOOK 745 G6 RYZEN 5 PRO VGA 2GB,2999999,5.0,7 terjual,MOO Laptop,Bandung
4511,"ADVAN TBOOK x Transformer Intel N100 4GB/128GB 14"" HD Laptop Notebook Free Windows 11 Upgradeable",2999000,4.9,100+ terjual,Advan Official Store,Kab. Tangerang
4512,"Advan TBOOK X TRANSFORMER 14"" inch Intel N100 4GB/128GB Laptop Notebook Free Windows 11",2999000,4.8,100+ terjual,ADVAN NOTEBOOK,Kab. Tangerang
4513,"Axioo Hype 10 N4020 8Gb 256Gb 14"" TN",2999000,5.0,2 terjual,Gamer ID Bandung,Bandung
4514,Apple Macbook 12 inch 2016 256gb/1.2ghz dual core m3/8gb,2999000,4.9,17 terjual,moshimoshicell,Jakarta Barat
4515,HP 14-CM0091AU [AMD A4-9125] 4GB RAM | 128GB SSD | 14 INCH,2999000,5.0,3 terjual,SPACECOMP ID,Jakarta Barat
4516,"Advan Laptop TBOOK Intel N100 ram 4GB/8GB eMMC 128GB 14"" HD Windows 11",2999000,5.0,9 terjual,Super Laris IT,Makassar
4517,Laptop Lenovo ThinkPad L13 Gen2/11th Gen Core i5-1145G7/16GB/1TB  NVMe,2999000,5.0,2 terjual,Computer Murah 2021,Jakarta Pusat
4518,Laptop Axioo MyBook HYPE 1 Intel N4020 RAM 8GB SSD 128GB W11 Home ORI Blue,2999000,5.0,1 terjual,On Shop Computer,Denpasar
4519,"AXIOO HYPE 10 Intel N4020 RAM 8GB SSD 256GB Windows 10 Pro 14"" HD - Laptop Sekolah",2999000,5.0,25 terjual,Artomoro Comp,Surabaya
4520,LAPTOP LENOVO THINPAD T480s RAM 24 GB NVME 2 TB LAYAR TOUCHSREEN MULUS PROMO MURAH BERGARANSI,2990000,4.9,30+ terjual,Raja Murah Pedia,Jakarta Utara
4521,ULTRABOOK HP 830 G5 I5-8350U Vpro/ 16GB RAM / 512GB SSD/FHD/ BACKLIGHT,2950000,Tidak Ada Rating,2 terjual,Nengdaraspeed,Bogor
4522,HP ELITEBOOK 830 G5 i5-8350 8TH GEN / 32GB RAM / 512GB SSD / FHD IPS,2950000,Tidak Ada Rating,8 terjual,Dara speed comp,Bogor
4523,Laptop Touchscreen Lenovo Thinkpad X395 Ryzen 5 Pro Ram 16GB SSD 256GB,2950000,4.9,22 terjual,STAR JAYA_ELECTRONIC,Jakarta Barat
4524,HP ELITEBOOK 830 G5 I5-8350 8TH GEN/ 16GB RAM / 512GB SSD /FHD /MULUS,2950000,Tidak Ada Rating,Tidak Ada Data,Dara speed comp,Bogor
4525,Laptop Lenovo Yoga X380 Touchscreen I7 GEN 8 Berkualitas Spek Tinggi,2950000,4.8,100+ terjual,MR_elektronik,Jakarta Barat
4526,"Acer Travelmate P259, Core i3-7130U, Gen 7th, Ram 8/128Gb",2950000,Tidak Ada Rating,Tidak Ada Data,dr.com komputer,Jakarta Barat
4527,Laptop Dell 5285 2 in 1 Tablet Core i5 Gen 7 Ram 8GB SSD 256GB Limited Edition,2950000,4.9,28 terjual,mytc comp,Jakarta Pusat
4528,Laptop Dell Latitude 7390 Core i7 Gen 8 Ram 8GB SSD 256GB Touchscreen,2950000,5.0,13 terjual,Master Computers,Surabaya
4529,"Lenovo Thinkpad X13 Yoga | X13 Touch Intel Core i7 Gen 11 RAM 16GB FHD - X13YOGA I5GEN11, 8GB SSD 256GB Murah dan Bergaransi",2950000,5.0,22 terjual,Lectro,Jakarta Barat
4530,Lenovo Thinkpad T490 / T480 i7 Gen 8th Touchscreen Ram 16GB Mulus,2950000,5.0,90+ terjual,House Laptop,Jakarta Barat
4531,LAPTOP LEPTOP LENOVO IDEAPAD S145 RAM 8GB+256SSD WINDOWS 10 GENERASI TERBARU DESAIN GAMING EDITING,2950000,5.0,3 terjual,PUSAT KOMPUTER',Jakarta Timur
4532,"Laptop Acer Aspire E5-475G, Core i5-6200U, Gen 6th, Nvidia 940MX 2Gb",2950000,5.0,11 terjual,dr.com komputer,Jakarta Barat
4533,MURAH LENOVO THINKPAD X390 TOUCHSCREEN INTEL I5 8350U 16GB/RAM 512GB SSD/12.5’’/FREE GIFT,2950000,5.0,3 terjual,Sparta_Electronic,Jakarta Barat
4534,"Dell Latitude 7400 core i5 1,8Ghz Ram 16 gb SSD 256 Gb",2950000,4.8,100+ terjual,mytc comp,Jakarta Pusat
4535,Laptop Desain - Lenovo Yoga X 380 I5 8th Ram 8GB/1TB SSD + stylus pen,2950000,5.0,16 terjual,US_ELECTRONIC,Jakarta Barat
4536,Asus VivoBook X409DA/ Amd A4-9125/ R3 Graphics/ Ram 8/256Gb/ Backlight,2950000,5.0,4 terjual,dr.com komputer,Jakarta Barat
4537,LAPTOP TERLARIS LENOVO THINKPAD T490 / CORE i5 GEN 8TH/16GB/512GB/14IN,2950000,5.0,23 terjual,Computer Murah 2021,Jakarta Pusat
4538,"Laptop Acer Aspire 3 A315-42, AMD RYZEN 3 - 3200U, ram 4/1 tb,black",2950000,Tidak Ada Rating,Tidak Ada Data,dr.com komputer,Jakarta Barat
4539,"Laptop Asus VivoBook E210MA Celeron - N4020, Ram 4Gb / SSD 256Gb NumberPad intel UHD Graphics 600",2950000,Tidak Ada Rating,Tidak Ada Data,kajoedstore17,Jakarta Barat
4540,Laptop Touchscreen Lenovo Thinkpad X395 Ryzen 5 Pro Ram 16GB/1TB SSD layar 13.3 inch,2950000,4.8,8 terjual,Marvin_electronic,Jakarta Barat
4541,Lenovo Thinkpad L390 Core i5 8265U RAM 16GB SSD 256GB MULUSSSSSS,2950000,5.0,7 terjual,Computer Center 1,Jakarta Pusat
4542,lenovo thinkpad T480 i5 gen8 - ram 8gb - ssd 256gb - 14'' FHD - win 10,2950000,4.9,250+ terjual,Mr Hanzo,Jakarta Pusat
4543,Dell 7390 Core i5 Gen 8 Ram 8GB ssd 256GB layar 13.3 inch Mulus,2950000,5.0,60+ terjual,start comp,Jakarta Pusat
4544,Lenovo ThinkPad T480/T480s/T490/T490s| Core i5/ i7| Gen 7/8/ Mantappp,2900000,Tidak Ada Rating,250+ terjual,Brankas Laptop,Jakarta Pusat
4545,Laptop HP EliteBook 840 G5 Core i5 Gen 8 / Touchscreen,2900000,4.9,100+ terjual,Sales Laptop,Jakarta Barat
4546,Lenovo Thinkpad X390 / Yoga X390 i5 / i7 Gen 8 Murah aja,2900000,Tidak Ada Rating,13 terjual,DNA COM 17,Jakarta Pusat
4547,Lenovo Thinkpad T480 | T480s | i5 Gen 8 | 8GB | SSD 256GB | Murah Aja,2900000,Tidak Ada Rating,100+ terjual,DNA COM 17,Jakarta Pusat
4548,HP Elitebook 745 G6 G5 AMD Ryzen 7 PRO 3700U RAM 32GB VEGA 10 Graphic,2900000,5.0,40+ terjual,Ocean Laptop,Jakarta Barat
4549,DELL LATITUDE 5400 Core i5 Gen 8 Ram 8GB-16GB SSD 128GB-512GB,2900000,4.8,60+ terjual,mytc comp,Jakarta Pusat
4550,Laptop Hp 14s-dk0073AU Amd A4-9125 Ram 4/1TB Silver,2900000,5.0,10 terjual,dr.com komputer,Jakarta Barat
4551,LAPTOP SLIM !! Laptop Asus A407 Core i3 Fingerprint RAM 8GB - 512 SSD,2900000,5.0,4 terjual,US_ELECTRONIC,Jakarta Barat
4552,"ASUS Vivobook 14 E410MA-BV451-VIPS | Celeron N4020 4GB 512GB 14""FHD IPS W11",2900000,5.0,2 terjual,RizkyITStore,Surabaya
4553,"Laptop Asus VivoBook A407U, Intel Core i3 - 7020U, Ram 12Gb /256Gb SSD",2900000,5.0,12 terjual,dr.com komputer,Jakarta Barat
4554,Laptop Lenovo ThinkPas T480 Core i5 Gen 8 RAM 16 / 256GB (Touchscreen),2900000,5.0,7 terjual,Master Computers,Surabaya
4555,Laptop Bekas HP EliteBook 830 G5 Core i7 Gen 8,2900000,4.9,30+ terjual,ALFA CASE INDONESIA,Pekanbaru
4556,Laptop Lenovo Thinkpad X240 X250 X260 X270 X280 ORIGINAL / BERGARANSI / MURAH,2900000,Tidak Ada Rating,21 terjual,Brankas Laptop,Jakarta Pusat
4557,"Laptop Acer 3 A314, Amd Athlon Silber 3050U, Ram 4/1Tb, Lengkap",2900000,4.8,7 terjual,dr.com komputer,Jakarta Barat
4558,MURAH !!! Laptop LENOVO THINKPAD X260 INTEL CORE i5 RAM 8GB SSD 512GB,2900000,5.0,1 terjual,Gamezone Computer Manado,Manado
4559,"ADVAN TBOOK Laptop Notebook Intel N100 4GB/128GB 14"" inch HD Free Windows 11",2899000,4.6,50+ terjual,ADVAN NOTEBOOK,Kab. Tangerang
4560,"ADVAN TBOOK Intel N100 4GB/128GB 14"" HD Laptop Notebook Free Windows 11 Upgradeable - Dark Grey",2899000,Tidak Ada Rating,90+ terjual,Advan Official Store,Kab. Tangerang
4561,LENOVO V14 Amd Athlon Gold 3150U RAM8GB SSD512GB 14'' Windows 11,2899000,Tidak Ada Rating,Tidak Ada Data,SKYTECH STORE.ID,Jakarta Pusat
4562,"ADVAN TBOOK Intel N100 4GB/128GB 14"" HD Laptop Notebook Free Windows 11 Upgradeable",2899000,Tidak Ada Rating,90+ terjual,Advan Official Store,Kab. Tangerang
4563,LAPTOP LENOVO THINKPAD X390/ CORE I5-8265U/ 16GB/ 512GB,2899000,5.0,40+ terjual,Computer Murah 2021,Jakarta Pusat
4564,Laptop Slim Sony Vaio Core i5 Gen 7 - RAM 8GB - SSD 512GB - ORI - FHD,2899000,5.0,2 terjual,JUALANDOK Computer,Jakarta Pusat
4565,LAPTOP LENOVO THINKPAD T480 RAM 32 GB SSD 1 TB LAYAR TOUCHSCREEN,2890000,5.0,3 terjual,Raja Murah Pedia,Jakarta Utara
4566,"Advan Laptop T BOOK Intel N100 4Gb/128GB 14"" HD Free Windows 11",2889000,Tidak Ada Rating,60+ terjual,Distributor Laptop ID,Jakarta Pusat
4567,"Advan Laptop T BOOK Intel N100 4Gb/128GB 14"" HD Free Windows 11",2888999,5.0,60+ terjual,Onestop Gaming,Jakarta Pusat
4568,Laptop Lenovo Thinkpad T490s Core i7 8th 16GB 512GB FREE TAS+MOUSE,2875000,4.9,29 terjual,RedStar Electronic,Jakarta Barat
4569,HP ELITEBOOK 830 G5 i5-8350u Vpro 8TH GEN/32GB RAM/SSD 512GB/FHD IPS,2850000,Tidak Ada Rating,50+ terjual,Ari speed comp,Bogor
4570,"Asus VivoBook X441BA - AMD A4-9125 - RAM 8GB - SSD 512GB - DVD - 14"" - WIN10",2850000,Tidak Ada Rating,2 terjual,Constantine Electro Store,Jakarta Barat
4571,"LAPTOP LENOVO THINKPAD T480s LIKE NEW/ i7 GEN 8TH/ 16GB/ 512GB/14"" FHD",2850000,5.0,26 terjual,Computer Murah 2021,Jakarta Pusat
4572,Laptop 2 in 1  Lenovo ThinkPad X1 Tablet Gen 3 Intel Ci5 Gen8 Like New,2850000,5.0,25 terjual,Computer Murah 2021,Jakarta Pusat
4573,Laptop Lenovo ThinkPad T480 TOUCH -Ci5 Gen 8th -16GB -512GB -Mulus,2850000,5.0,19 terjual,Computer Murah 2021,Jakarta Pusat
4574,"Laptop Acer Aspire 3 A315-41, AMD RYZEN 3 - 2200U, Ram 8/256Gb, Mulus",2850000,5.0,25 terjual,dr.com komputer,Jakarta Barat
4575,Lenovo Thinkpad L380 L390 / X380 X390 Yoga Core i7 Gen 8th Murah,2850000,4.9,100+ terjual,House Laptop,Jakarta Barat
4576,DESAIN MEWAH ! DELL LATITUDE 7390 Core i7 Gen 8 Touchscreen 16GB/1TB,2850000,4.9,30+ terjual,Sparta_Electronic,Jakarta Barat
4577,"Laptop Hp 14s-cf2018TU, Intel Celeron-N4020, Ram 4Gb / 1 Tb, Backlight",2850000,5.0,6 terjual,dr.com komputer,Jakarta Barat
4578,LAPTOP DELL XT3 INTEL CORE i7 RAM 16 GB SSD 512 GB - TOUCHSCREEN,2850000,5.0,1 terjual,jcomputers008,Jakarta Timur
4579,Hp Pro C640 Chromebook Core i5 Gen10 Touchscreen,2850000,5.0,3 terjual,LAPTOPIN.ID OFFICIAL STORE,Bandung
4580,AMOLI  Laptop 14 inch Intel N4000 non finger print Ram 8G+256GB SSD Windows11+Office+Bonus+Garansi satu tahun,2850000,4.9,1rb+ terjual,AMOLILAPTOP,Jakarta Barat
4581,"Lenovo Thinkpad X395 AMD Ryzen 3pro,5pro dan 7pro SSD 256GB-512GB Ram 8GB-16",2850000,5.0,9 terjual,Whale com,Jakarta Pusat
4582,LAPTOP HP CORE I3 GEN10 RAM 4 GB SSD 128 GB LAYAR 13 INCH OBRAL MURAH CUCI GUDANG YUK ORDER,2850000,Tidak Ada Rating,Tidak Ada Data,NG computer,Jakarta Pusat
4583,"AXIOO MYBOOK 14F N4020 6/8GB 256/512 SSD W10 PRO 13"" WQXGA",2849000,5.0,13 terjual,GAMER.ID,Jakarta Utara
4584,LAPTOP AXIOO HYPE 1 | N4020  Windows 11 14 HD,2849000,5.0,13 terjual,Alistore ID,Malang
4585,LAPTOP AXIOO HYPE 10 | N4020 8GB 256GB SSD Windows 10 Pro,2849000,5.0,15 terjual,Simone Comindo CV,Medan
4586,Laptop Dell Latitude 3410 Core i3-10110U Gen 10 RAM 16GB 8GB 4GB SSD 512GB 256GB 128GB Siap Pakai,2800000,5.0,7 terjual,Komputer Laptopp Murah,Jakarta Barat
4587,!!!TERLARIS!!! LAPTOP LENOVO IDEAPAD CORE i3 ( 8GB/512GB SSD-8GB/1TB),2800000,4.5,100+ terjual,RedStar Electronic,Jakarta Barat
4588,LENOVO THINKPAD YOGA X380 CORE i7 GEN 8 16GB/1TB SSD FREE TAS,2800000,4.9,250+ terjual,STAR JAYA_ELECTRONIC,Jakarta Barat
4589,HP PROBOOK 430 G6 i5-8265u /16GB RAM /512GB SSD / BACKLITE,2800000,Tidak Ada Rating,Tidak Ada Data,Dara speed comp,Bogor
4590,HP PROBOOK 430 G5 i7-8550U GEN 8 / 16GB RAM / 512GB SSD / FHD IPS,2800000,Tidak Ada Rating,Tidak Ada Data,Dara speed comp,Bogor
4591,Laptop Lenovo Thinkpad X280 Core i5-Gen8 RAM 16 SSD 512Gb MULUS MURAH,2800000,5.0,30+ terjual,Dacia Jaya Computer,Bandung
4592,Lenovo Thinkpad  X280 core  i7 GEN 8th RAM 16GB SSD 128GB,2800000,5.0,70+ terjual,Hosea Timoho29,Yogyakarta
4593,HP ENVY 15 X360 TOUCH RYZEN 5 4500U 8 GB RAM 256 GB SSD RADEON,2800000,Tidak Ada Rating,Tidak Ada Data,Jualan Yuk Ahh,Kab. Bogor
4594,"Laptop Fujitsu Lifebook U939 Core i5 / i7 Gen 8 Ram 8GB / 16GB SSD 128GB / 256GB / 512GB, Layar 13.3""Inch FHD ( Touchscreen + Flip 360"" ) Bergaransi",2800000,5.0,3 terjual,Glory Computerr,Surabaya
4595,Lenovo L13 Gen2 - i5 Gen11/16GB/256SSD/13inch/bekas,2800000,5.0,16 terjual,budicomp,Jakarta Pusat
